NAME;ID;COUNTRY;RANK;TRAITS;SKILL;EXPERIENCE;LOYALTY;TYPE;PICTURE;x
Tang En-po;50104;CHI;3;0;1;0;4;0;unknown;x
Tang Shih-tsun;50105;CHI;3;0;1;0;4;0;unknown;x
Tao Kuang;50106;CHI;2;0;1;0;4;0;unknown;x
Teng Lung-kuang;50107;CHI;2;0;1;0;4;0;unknown;x
Teng Pao-shan;50108;CHI;2;0;1;0;4;0;unknown;x
Tien Lien-chung;50109;CHI;2;0;1;0;4;0;unknown;x
Tsao Fu-lin;50110;CHI;2;0;1;0;4;0;unknown;x
Tseng Wan-chung;50111;CHI;3;0;1;0;4;0;unknown;x
Tu Chun-yi;50112;CHI;3;0;1;0;4;0;unknown;x
Tu Lu Ming;50113;CHI;1;0;2;0;4;0;unknown;x
Tung Chao;50114;CHI;2;0;1;0;4;0;unknown;x
Wang Chi-hsiang;50115;CHI;3;0;1;0;4;0;unknown;x
Wang Ching-chieh;50116;CHI;2;0;1;0;4;0;wang_ching-wei_chn;x
Wang Ching-chiu;50117;CHI;2;0;1;0;4;0;unknown;x
Wang Ling-chi;50118;CHI;3;0;1;0;4;0;unknown;x
Wang Tsan-hsu;50119;CHI;3;0;1;0;4;0;unknown;x
Wang Yao-wu;50120;CHI;2;0;2;0;4;0;unknown;x
Wei Li-haung;50121;CHI;3;0;2;0;4;0;unknown;x
Wu Chi-wei;50122;CHI;3;0;1;0;4;0;unknown;x
Wu Shih-min;50123;CHI;2;0;1;0;4;0;unknown;x
Yang Ai-yuan;50124;CHI;3;0;1;0;4;0;unknown;x
Yang Han-yu;50125;CHI;2;0;1;0;4;0;unknown;x
Yang Sen;50126;CHI;3;0;1;0;4;0;unknown;x
Yang Teh-liang;50127;CHI;3;0;1;0;4;0;unknown;x
Yeh Hsun-chi;50128;CHI;2;0;1;0;4;0;unknown;x
Yeh Shao;50129;CHI;2;0;1;0;4;0;unknown;x
Yen Hsi-shan;50130;CHI;1;0;2;0;4;0;unknown;x
Yu Han-mou;50131;CHI;3;0;2;0;4;0;unknown;x
Yu Hsueh-chun;50132;CHI;1;0;2;0;4;0;unknown;x
Chennault;50133;CHI;2;0;2;0;4;2;chenault_claire2_usa;x
Liu;50134;CHI;1;0;1;0;3;1;unknown;x
