WGEXP_BTN2;Goto;;;;;;;;;;X
WGEXP_BTN1;OK;;;;;;;;;;X
WGEXP_6;;;;;;;;;;;X
WGEXP_5;%s;;;;;;;;;;X
WGEXP_4;They have recieved our expeditionary force, consisting of;;;;;;;;;;X
WGEXP_3;%s;;;;;;;;;;X
WGEXP_2;%t , we have lent some of our troops to ;;;;;;;;;;X
WGEXP_1;Expeditionary Force;;;;;;;;;;X
WESNCOM_SETUP;When we have attacked another fleet.;;;;;;;;;;X
WESNCOM_LOG;We have engaged hostile fleets in %s.;;;;;;;;;;X
WESNCOM_HEADER;NAVAL BRIEFING%s;;;;;;;;;;X
WESNCOM_BTN2;Goto;;;;;;;;;;X
WESNCOM_BTN1;OK;;;;;;;;;;X
WESNCOM_6;;;;;;;;;;;X
WESNCOM_5;;;;;;;;;;;X
WESNCOM_4;has made contact and is now engaged in combat!;;;;;;;;;;X
WESNCOM_3;%s;;;;;;;;;;X
WESNCOM_2;Our fleet in;;;;;;;;;;X
WESNCOM_1;;;;;;;;;;;X
WESLCOM_SETUP;When our armies attack another army.;;;;;;;;;;X
WESLCOM_LOG;We have engaged hostile armies in %s.;;;;;;;;;;X
WESLCOM_HEADER;ARMY BRIEFING%s;;;;;;;;;;X
WESLCOM_BTN2;Goto;;;;;;;;;;X
WESLCOM_BTN1;OK;;;;;;;;;;X
WESLCOM_6;;;;;;;;;;;X
WESLCOM_5;;;;;;;;;;;X
WESLCOM_4;has reached the enemy lines and has now engaged in combat!;;;;;;;;;;X
WESLCOM_3;%s;;;;;;;;;;X
WESLCOM_2;Our army in;;;;;;;;;;X
WESLCOM_1;;;;;;;;;;;X
WESACOM_SETUP;When our air flottillas attack other airplanes.;;;;;;;;;;X
WESACOM_LOG;We have engaged hostile airplanes above %s.;;;;;;;;;;X
WESACOM_HEADER;AIR FORCE BRIEFING%s;;;;;;;;;;X
WESACOM_BTN2;Goto;;;;;;;;;;X
WESACOM_BTN1;OK;;;;;;;;;;X
WESACOM_6;;;;;;;;;;;X
WESACOM_5;;;;;;;;;;;X
WESACOM_4;have intercepted the enemy squadrons and have now engaged in combat!;;;;;;;;;;X
WESACOM_3;%s;;;;;;;;;;X
WESACOM_2;Our planes above;;;;;;;;;;X
WESACOM_1;;;;;;;;;;;X
VERYSTRONG;Very Strong;;;;;;;;;;X
VERYEASY;Very Easy;;;;;;;;;;X
VERYDIFFICULT;Very Difficult;;;;;;;;;;X
VERSUS;�Yversus �W;;;;;;;;;;X
VEN_DESC;After 1830 a number of civil wars between conservatives and liberals rocked the country. In 1864 this period came to an end with the federalisation of the country and the proclamation of the Estados Unidos de Venezuela (United States of Venezuela). Only the dictatorship of General Antonio Guzm�n Blancos (1870 - 1887) consolidated the situation. After a few civilian presidents new military dictatorships follow. General Cipriano Castro (1899 - 1908) undertook assaults on foreign economic interests in his country eventually leading to the blocking of Venezuelan ports by German British and Italian ships. In 1904 the U.S.A. mediated a settlement of the conflict. Economically the the abolishment of slavery in 1854 led to decreasing agricultural production. The breakthrough to make Venezuela one of Latin America's leading economic powers was made however when at the end of 19th century petroleum deposits were discovered allowing the industrialisation of the agricultural state. Under General Juan Vicente G�mez (1908 - 1929 1931 - 1935) oil production became the economic foundation of Colombia (aided by foreign capital). The country having remained neutral during World War One was able to reduce the state's debts and to stabilise the currency.;;;;;;;;;;x
VEN;Venezuela;;;;;;;;;;X
WEMILALLDISHONOR_SETUP;When we dishonor a military alliance;;;;;;;;;;X
WEMILALLDISHONOR_LOG;We have dishonored our Military Alliance with %s.;;;;;;;;;;X
WEMILALLDISHONOR_HEADER;FOREIGN POLICY BRIEFING;;;;;;;;;;X
WEMILALLDISHONOR_BTN2;Goto;;;;;;;;;;X
WEMILALLDISHONOR_BTN1;OK;;;;;;;;;;X
WEMILALLDISHONOR_6;;;;;;;;;;;X
WEMILALLDISHONOR_5;%s are deeply disappointed by us;;;;;;;;;;X
WEMILALLDISHONOR_4;Military Alliance!;;;;;;;;;;X
WEMILALLDISHONOR_3;our;;;;;;;;;;X
WEMILALLDISHONOR_2;%t, we have dishonored;;;;;;;;;;X
WEMILALLDISHONOR_1;Dishonor!%s;;;;;;;;;;X
WEINFL_SETUP;When you influence another nation towards your politics;;;;;;;;;;X
WEINFL_LOG;We have %s %s towards our political viewpoint.;;;;;;;;;;X
WEINFL_HEADER;FOREIGN POLICY BRIEFING\nConcerning;;;;;;;;;;X
WEINFL_BTN2;Goto;;;;;;;;;;X
WEINFL_BTN1;OK;;;;;;;;;;X
WEINFL_6;;;;;;;;;;;X
WEINFL_5;;;;;;;;;;;X
WEINFL_4;%s towards our political viewpoint.;;;;;;;;;;X
WEINFL_3;%s;;;;;;;;;;X
WEINFL_2;%t, we have;;;;;;;;;;X
WEINFL_1;%s ;;;;;;;;;;X
WEDDT_SETUP;When we refuse to give in to the territorial demands of another nation.;;;;;;;;;;X
WEDDT_LOG;We refused to give in to %s territorial demands.;;;;;;;;;;X
WEDDT_HEADER;FOREIGN POLICY BRIEFING%s;;;;;;;;;;X
WEDDT_BTN2;Goto;;;;;;;;;;X
WEDDT_BTN1;OK;;;;;;;;;;X
WEDDT_6;;;;;;;;;;;X
WEDDT_5;;;;;;;;;;;X
WEDDT_4;regarding our rightfully owned territory;;;;;;;;;;X
WEDDT_3;%s;;;;;;;;;;X
WEDDT_2;%t, we refused to cave into the outrageous demands of;;;;;;;;;;X
WEDDT_1;Demands Denied!;;;;;;;;;;X
WECOUPF_SETUP;When we fail to coup another nation.;;;;;;;;;;X
WECOUPF_LOG;We failed to stage a coup in %s;;;;;;;;;;X
WECOUPF_HEADER;INTELLIGENCE BRIEFING;;;;;;;;;;X
WECOUPF_BTN2;Goto;;;;;;;;;;X
WECOUPF_BTN1;OK;;;;;;;;;;X
WECOUPF_6;;;;;;;;;;;X
WECOUPF_5;;;;;;;;;;;X
WECOUPF_4;but their secret police thwarted our attempts.;;;;;;;;;;X
WECOUPF_3;%s;;;;;;;;;;X
WECOUPF_2;%t,our agents attempted to change the government of;;;;;;;;;;X
WECOUPF_1;Coup Attempt;;;;;;;;;;X
WECOUP_SETUP;When we succesfully coup another nation.;;;;;;;;;;X
WECOUP_LOG;We have succeeded in replacing the government in %s with a much more loyal one.;;;;;;;;;;X
WECOUP_HEADER;INTELLIGENCE BRIEFING;;;;;;;;;;X
WECOUP_BTN2;Goto;;;;;;;;;;X
WECOUP_BTN1;OK;;;;;;;;;;X
WECOUP_6;;;;;;;;;;;X
WECOUP_5;;;;;;;;;;;X
WECOUP_4;to fall, and they have installed a government much more loyal to us.;;;;;;;;;;X
WECOUP_3;%s;;;;;;;;;;X
WECOUP_2;%t,our agents have caused the government of;;;;;;;;;;X
WECOUP_1;Government Falls;;;;;;;;;;X
WECONTROLS;�WMilitary Control over �Y;;;;;;;;;;X
WECLAIMSON;�WTerritorial Claims on�Y ;;;;;;;;;;X
WEAK;Weak;;;;;;;;;;X
WEADT_SETUP;When we give in to the territorial demands of another nation.;;;;;;;;;;X
WEADT_LOG;We accepted %s's demands and ceded %s.;;;;;;;;;;X
WEADT_HEADER;FOREIGN POLICY BRIEFING%s;;;;;;;;;;X
WEADT_BTN2;Goto;;;;;;;;;;X
WEADT_BTN1;OK;;;;;;;;;;X
WEADT_6;to them.;;;;;;;;;;X
WEADT_5;%s;;;;;;;;;;X
WEADT_4;and ceded;;;;;;;;;;X
WEADT_3;%s;;;;;;;;;;X
WEADT_2;%t,we have caved in to the demands of;;;;;;;;;;X
WEADT_1;Territory Ceded;;;;;;;;;;X
WE_NEUTRAL;We are neutral.;;;;;;;;;;X
WE_COMMIE;We are part of the Comintern;;;;;;;;;;X
WE_AXIS;We are part of the Axis.;;;;;;;;;;X
WE_ALLIES;We are part of the Allies;;;;;;;;;;X
WDMC_SETUP;When we decline to grant military control to another nation.;;;;;;;;;;X
WDMC_LOG;We declined military control to %s.;;;;;;;;;;X
WDMC_HEADER;GENERAL STAFF BRIEFING%s;;;;;;;;;;X
WDMC_BTN2;Goto;;;;;;;;;;X
WDMC_BTN1;OK;;;;;;;;;;X
WDMC_6;;;;;;;;;;;X
WDMC_5;;;;;;;;;;;X
WDMC_4;control over our military forces.;;;;;;;;;;X
WDMC_3;%s;;;;;;;;;;X
WDMC_2;%t, we declined;;;;;;;;;;X
WDMC_1;Military Control;;;;;;;;;;X
WCMC_SETUP;When we cancel another nations military control of our forces.;;;;;;;;;;X
WCMC_LOG;We cancelled %s's military control.;;;;;;;;;;X
WCMC_HEADER;GENERAL STAFF BRIEFING%s;;;;;;;;;;X
WCMC_BTN2;Goto;;;;;;;;;;X
WCMC_BTN1;OK;;;;;;;;;;X
WCMC_6;;;;;;;;;;;X
WCMC_5;;;;;;;;;;;X
WCMC_4;to control our military forces.;;;;;;;;;;X
WCMC_3;%s;;;;;;;;;;X
WCMC_2;%t, we have cancelled the right of;;;;;;;;;;X
WCMC_1;Military Control Terminated;;;;;;;;;;X
VASSALI;Vassalization;;;;;;;;;;X
WARDESC_US;-100: We control nothing.\n;;;;;;;;;;X
WARDESC_THEM;+100: They control nothing.\n;;;;;;;;;;X
WARDESC_OCCUPIED;-%d: They occupy %s.\n;;;;;;;;;;X
WARDESC_LIBERATED;+%d: We occupy %s.\n;;;;;;;;;;X
WARDESC_BATTLE;%d: Battles with %s\n;;;;;;;;;;X
WARDESC_ALLIANCE;%d: Battles with the alliance\n;;;;;;;;;;X
WARALL;War faction;;;;;;;;;;X
WAR_ENTRY;Currently %d percent support entry into War.;;;;;;;;;;x
WAMC_SETUP;When we grant military control to another nation.;;;;;;;;;;X
WAMC_LOG;We granted military control to %s.;;;;;;;;;;X
WAMC_HEADER;GENERAL STAFF BRIEFING%s;;;;;;;;;;X
WAMC_BTN2;Goto;;;;;;;;;;X
WAMC_BTN1;OK;;;;;;;;;;X
WAMC_6;;;;;;;;;;;X
WAMC_5;;;;;;;;;;;X
WAMC_4;control over our military forces.;;;;;;;;;;X
WAMC_3;%s;;;;;;;;;;X
WAMC_2;%t, we have granted;;;;;;;;;;X
WAMC_1;Military Control;;;;;;;;;;X
WAITING_FOR_PLAYERS;(Waiting for other player(s)...);;;;;;;;;;X
UZB;Uzbekistan;;;;;;;;;;X
USA_DESC;In 1900 America was not yet considered one of the world's principal leading nations and its diplomacy was of limited importance in the affairs of the Great Powers. The crucial intervention of the United States on the Allied side in 1917 changed this forever: America became one of the key players in international finance and politics and its seemingly inexhaustible resources of labour industry and raw materials dwarfed those of the battered European states. But Americans retreated into diplomatic isolation after the ending of hostilities and their economic pre-eminence was rudely cut short by the 1929 Wall Street Crash and the ensuing Great Depression which with its epicentre in the New York stock markets hit the USA hardest of all. President Roosevelt's 1933 'New Deal' sought to reverse the nation's deep malaise and has by 1936 achieved some success. But Roosevelt is growing ever more concerned about the threat to democracy from the resurgent fascist states of Europe and the military extremists of Japan. His problem lies in the clear unwillingness of the American public to countenance any foreign  expeditions even with the best of motives. Can FDR aid Britain and France while holding his divided people together?;;;;;;;;;;X
USA_41_DESC;Few countries were less keen on entering the general European war than the United States in 1939. Two decades of isolationism had confirmed the population's broad belief that British French and German events were none of their affair: and even the shocking Nazi successes in the summer of 1940 only stirred a minority into demanding more aid for the democratic West. President Roosevelt eager to assist the British in their fight against Hitler but hamstrung by his country's unwillingness to become too involved used a number of ingenious ploys to get practical assistance such as 'Lend-Lease' to the UK: and in readiness for a possible American intervention in the future he began the build-up of the United States' modest and poorly equipped military forces. Throughout 1941 tensions in the North Atlantic over attacks on American naval vessels escorting Allied merchantmen pushed the US and Germany further towards the brink. When the decisive moment came however it was on the other side of the globe and from a very different enemy. Japan's surprise attack on the Pacific fleet at Pearl Harbour stunned America and although the damage done to American arms was ultimately not that severe the psychological blow it dealt to US self-assurance was devastating. Germany's equally surprise declaration of war a few days later confirmed America's place in the now-global war. President Roosevelt's immediate task is to prop up Allied defences in the threatened SE Asian theatre while getting as much aid to the beleaguered Russians and British as possible and at the same time creating a mighty American war machine that can intervene decisively both in Europe and across the Pacific.;;;;;;;;;;x
USA_39_DESC;In 1900 America was not yet considered one of the world's leading nations and its diplomacy was of limited importance in the affairs of the Great Powers. The crucial intervention of the United States on the Allied side in 1917 changed this forever: America became one of the key players in international finance and politics and its seemingly inexhaustible resources of labour industry and raw materials dwarfed those of the battered European states. But Americans retreated into diplomatic isolation after the ending of hostilities and their economic pre-eminence was rudely cut short by the 1929 Wall Street Crash and the ensuing Great Depression which with its epicentre in the New York stock markets hit the USA hardest of all. President Roosevelt's 1933 'New Deal' sought to reverse the nation's deep malaise and has by 1939 achieved some success. But Roosevelt is growing ever more concerned about the threat to democracy from the resurgent fascist states of Europe and the military extremists of Japan. His problem lies in the clear unwillingness of the American public to countenance any foreign expeditions even with the best of motives. Can FDR aid Britain and France in their war against Germany while holding his divided people together?;;;;;;;;;;x
USA;USA;;;;;;;;;;X
URU_DESC;Under President Jos� Batlle y Ordonez Uruguay saw its first era of stability. In two terms as president (1903 - 1907 1911 - 1915) he enacted economic and social reforms seperated state and church and took steps towards a moderate state socialism. The constitution of 1919 ruled the joint government of president and state council. A system taking that of Switzerland as an example and representing the losing parties in the government along with an exemplary social legislature and the economic prosperity made Uruguay one of the most liberal and domestically stable states of Latin America. The Great Depression 1929/30 hit Uruguay hard. Gabriel Terra seized the chance to establish a dictatorship by disbanding the state council in favour of an authoritarian system of government.;;;;;;;;;;x
URU;Uruguay;;;;;;;;;;X
UNLOADNUKE;Click to remove bomb from the unit.;;;;;;;;;;x
UNITSIEGE2;Affects the unit's performance in sieges.;;;;;;;;;;X
UNITSIEGE1;Siege Value;;;;;;;;;;X
UNITRANGE;(%.f km);;;;;;;;;;x
UNITNOORDER;No Orders;;;;;;;;;;X
UNITNAVALWEIGHT2;Troops Loaded / Load Capacity (compare to land unit's 'weight' value);;;;;;;;;;X
UNITNAVALWEIGHT1;Load Capacity;;;;;;;;;;X
UNITNAVALSHOCK2;Affects the unit's performance in board phase of naval combat.;;;;;;;;;;X
UNITNAVALSHOCK1;Boarding Value;;;;;;;;;;X
UNITNAVALFIRE2;Affects the unit's performance in fire phase of naval combat.;;;;;;;;;;X
UNITNAVALFIRE1;Fire Value;;;;;;;;;;X
UNITNAMESQUADRON;Squadron;;;;;;;;;;X
UNITNAMEFLEET;Fleet;;;;;;;;;;X
UNITNAMECORPS;Corps;;;;;;;;;;X
UNITNAMEARMY;Army;;;;;;;;;;X
UNITNAMEAIRFLEET;Squadron;;;;;;;;;;x
UNITMANUEVER2;Affects the unit's overall performance.;;;;;;;;;;X
UNITMANUEVER1;Maneuver Value;;;;;;;;;;X
UNITLEDBY;Led by %s;;;;;;;;;;X
UNITLEADERNAME;Leader Name;;;;;;;;;;X
UNITLANDWEIGHT2;The required capacity when loading the unit on a navy and when calculating attrition: 1 per 1000 infantry 2 per 1000 cavalry 2 per 10 cannon.;;;;;;;;;;X
UNITLANDWEIGHT1;Unit Weight;;;;;;;;;;X
UNITLANDSHOCK2;Affects the unit's performance in shock phase of land combat.;;;;;;;;;;X
UNITLANDSHOCK1;Shock Value;;;;;;;;;;X
UNITLANDFIRE2;Affects the unit's performance in fire phase of land combat.;;;;;;;;;;X
UNITLANDFIRE1;Fire Value;;;;;;;;;;X
UNITBASED;Based at %s;;;;;;;;;;X
UKR;Ukraine;;;;;;;;;;X
UIW_TSTRENGTH_DESC;This figure represents the combined strength of all the divisions, flotillas or squadrons in the currently selected unit. It is a total of the individual strength figures which can been on the statistics of the division, flotilla or squadron icon.;;;;;;;;;;X
UIW_TSTRENGTH;The total of strength of all parts of this unit.;;;;;;;;;;X
UIW_TROOPS_ABOARD;There are currently army units loaded onto the ships in this fleet.;;;;;;;;;;x
UIW_TACTICALATTACK_DESC;The ability to destroy enemy tanks, vehicles and forts, and to disorganize enemy armies.;;;;;;;;;;X
UIW_TACTICALATTACK;Tactical Bombing;;;;;;;;;;X
UIW_SURFACEDEFENCE_DESC;The defence ability against AA fire.;;;;;;;;;;X
UIW_SURFACEDEFENCE;Surface Defence;;;;;;;;;;X
UIW_SUPPLY_DESC;A unit is in supply when they can trace an uninterrupted path through provinces under their nation's control to a source of supplies, ie from a convoy, or a home province.;;;;;;;;;;X
UIW_SUPPLY;This unit is in supply.;;;;;;;;;;X
UIW_STRENGTH_DESC;This is how many men and vehicles are still in fighting shape.;;;;;;;;;;X
UIW_STRENGTH;Strength;;;;;;;;;;X
UIW_STRATATTACK_DESC;The ability of an air division to damage enemy industries, cities and port facilities.;;;;;;;;;;X
UIW_STRATATTACK;Strategic Bombing;;;;;;;;;;X
UIW_SOFTATTACK_DESC;The number of attacks this unit has against 'soft' targets, which is every type of land force, except armoured and mechanised.;;;;;;;;;;X
UIW_SOFTATTACK;Soft Attack;;;;;;;;;;X
UIW_SEADEFENCE_DESC;This is the ability of a unit to withstand attacks from other ships.;;;;;;;;;;X
UIW_SEADEFENCE;Sea Defence;;;;;;;;;;X
UIW_SEAATTACK_DESC;This is the offensive capabilities of a unit towards other ships.;;;;;;;;;;X
UIW_SEAATTACK;Sea Attack;;;;;;;;;;X
UIW_REORG_DIS;You need to have at least two divisions, flotillas or squadrons to create a new unit out of this one.;;;;;;;;;;X
UIW_REORG_DESC;To create a new unit from the divisions, flotillas or squadrons in the currently selected unit, add the required sub-units to the left side of the reorganisation screen by clicking on the '+' button. Unless at least one division, flotilla or squadron is moved from the old unit, a new unit will not be created.;;;;;;;;;;X
UIW_REORG;Create a new unit, and move divisions/flotillas/squadrons to it.;;;;;;;;;;X
UIW_REINFORE;The current strength of the unit. (Click to reinforce);;;;;;;;;;x
UIW_PLANES_ABOARD;This fleet has aeroplanes on its ships.;;;;;;;;;;x
UIW_PARATROOP;You have paratroopers loaded aboard this airunit.  (click to unload them.);;;;;;;;;;x
UIW_OUT_OF_RANGE2;This unit has ships which have travelled %.f km, which is further than the maximum range of %.f km.  (Last based in %s, from where supplies and oil is traced.);;;;;;;;;;x
UIW_OUT_OF_RANGE;This unit has ships which have travelled further than the maximum range of %.f km.;;;;;;;;;;x
UIW_ORG_DESC;This value represents the overall organization and morale of the men in the unit.;;;;;;;;;;X
UIW_ORG;Organisation;;;;;;;;;;X
UIW_OIL_PROBLEM;A division in this unit lacks enough oil to function properly.;;;;;;;;;;x
UIW_NOREORG;You cannot reorganize units that are moving, in combat or in different provinces;;;;;;;;;;X
UIW_NAVY;%d Navies Selected;;;;;;;;;;X
UIW_NAVALATTACK_DESC;The ability to damage and sink ships;;;;;;;;;;X
UIW_NAVALATTACK;Naval Bombing;;;;;;;;;;X
UIW_LEADERBUTTON;(Click to replace commander.);;;;;;;;;;X
UIW_IN_RANGE2;Ships in this unit have travelled %.f km, and this unit has a maximum range of %.f km.  (Last based in %s, from where supplies and oil is traced.);;;;;;;;;;x
UIW_IN_RANGE;This unit has a maximum range of %.f km.;;;;;;;;;;x
UIW_HQ_DESC;If a leader of sufficiently high rank commands a unit, then the influence of their Headquarters will have a positive effect on any other units within a certain range.;;;;;;;;;;X
UIW_HQ;This unit has an HQ.;;;;;;;;;;X
UIW_HARDATTACK_DESC;The number of attacks this unit has against hard targets, ie mechanised and armoured divisions.;;;;;;;;;;X
UIW_HARDATTACK;Hard Attack;;;;;;;;;;X
UIW_DIGIN;This unit is dug-in, defending at a much better efficiency.  (Current bonus: %.f.);;;;;;;;;;X
UIW_DEFENCE_DESC;The defence against attacks from other land units. Each value gives a 10 percent chance of successfully defending against an attack.;;;;;;;;;;X
UIW_DEFENCE;Defence;;;;;;;;;;X
UIW_ARMY;%d Armies Selected;;;;;;;;;;X
UIW_AIRDEFENCE_DESC;The defence against attacks from air units. Each value gives a 10 percent chance of successfully defending against an attack.;;;;;;;;;;X
UIW_AIRDEFENCE;Air Defence;;;;;;;;;;X
UIW_AIRATTACK_DESC;The number of attacks this unit has against targets in the air.;;;;;;;;;;X
UIW_AIRATTACK;Air Attack;;;;;;;;;;X
UIW_AIR_BUTTON;Select the air units stationed in this fleet, and give the orders.;;;;;;;;;;x
UFIN_SETUP;When a unit has been finished, and is ready for deployment.;;;;;;;;;;X
UFIN_LOG;The %s is now ready for deployment.;;;;;;;;;;X
UFIN_HEADER;GENERAL STAFF BRIEFING%s;;;;;;;;;;X
UFIN_BTN2;Details;;;;;;;;;;X
UFIN_BTN1;OK;;;;;;;;;;X
UFIN_6;;;;;;;;;;;X
UFIN_5;;;;;;;;;;;X
UFIN_4;;;;;;;;;;;X
UFIN_3;;;;;;;;;;;X
UFIN_2;is now ready for deployment.;;;;;;;;;;X
UFIN_1;%s;;;;;;;;;;X
U19;User Defined;;;;;;;;;;X
U18;User Defined;;;;;;;;;;X
